input,correction,target
"Estas vacaciones serian aquellas en donde todos pudiéramos estar sin preocuparnos de las obligaciones ni nada más que no sea el divertirnos, pasarlo bien y conocer cosas nuevas.","Estas vacaciones serían aquellas en donde todos podríamos estar sin preocuparnos de las obligaciones, ni nada más que no fuera el divertirse, pasar buenos días y conocer cosas nuevas.","Estas vacaciones serían aquellas en donde todos pudiéramos estar sin preocuparnos de las obligaciones ni nada más que no sea el divertirnos, pasarlo bien y conocer cosas nuevas."
Ella tiene dos orejas.,Ella tiene dos oídos.,Tiene dos orejas.
Nosotros hablamos mucho por telefono pero es diferente de ver ella en persona.,"Nosotros nos hablamos mucho por teléfono, pero es diferente de verla en persona.","Nosotros hablamos mucho por teléfono, pero es diferente a verla en persona."
Yo viaje con mi hermana y amigo.,Viajé con mi hermana y amigo.,Viajé con mi hermana y amigo.
No quiero ser celosa de otros.,No quiero ser celosa de los demás.,No quiero estar celosa de otros.
En medio escuela (middle school?),En la escuela media.,En la escuela intermedia era muy ansiosa y tenía angustia sobre mi vida.
Tengo TOKEN_ANONIMO años y soy TOKEN_ANONIMO pero mis padres son de TOKEN_ANONIMO.,"Tengo TOKEN_ANONIMO años y soy de TOKEN_ANONIMO, pero mis padres son de TOKEN_ANONIMO.","Tengo TOKEN_ANONIMO años y soy americano, pero mis padres son de México."
"En España, conoceríamos lugares como la Alhambra, la Sagrada Familia, el Palacio Real en Madrid y el estadio Camp Nou del equipo F.C.","En España, conocemos lugares como la Alhambra, la Sagrada Familia, el Palacio Real de Madrid y el estadio Camp Nou del equipo FC Barcelona.","En España, visitaríamos lugares como la Alhambra, la Sagrada Familia, el Palacio Real en Madrid y el estadio Camp Nou del equipo F.C."
Mi mama cocina con mi.,Mi mamá cocina conmigo.,Mi mamá cocina conmigo.
Hay escenas a lo largo de la película que captan la atención de adultos y niños.,Hay escenas a lo largo de la película que captan la atención tanto de los adultos como de los niños.,"Aunque esta es una película animada destinada a niños, a los adultos también parece gustarles verla."
Está muy enfermo.,Este hombre está muy enfermo.,Está muy enfermo.
Su trabajo artístico de pinturas y esculturas ha creado un nuevo estilo artístico llamada boterismo que representa figuras voluminosas y exageradas.,"Su trabajo artístico de pinturas y esculturas ha creado un nuevo estilo artístico llamado ""boterismo"", que representa figuras voluminosas y exageradas.",Su trabajo artístico de pinturas y esculturas ha creado un nuevo estilo artístico llamada boterismo que representa figuras voluminosas y exageradas.
"Es muy rica, también.",Es muy rica también.,"Es muy rica, también."
"Te quiero.""",I love you.,"Te quiero."""
"Keanu Reeves estaba muy diferente en Constantine, estaba mas serio y estaba chistoso pero más pour adultos.","Keanu Reeves estaba mucho más serio que chistoso en Constantine, era más para adultos.",La única película que he visto antes estaba Bill and Ted pero yo vi Constantine con mi novio y me gustaba mucho.
El personaje principal en la película es una mujer joven que trabaja como camarera.,El personaje principal de la película es una mujer joven que trabaja como camarera.,El personaje principal en la película es una mujer joven que trabaja como camarera.
"Tiene un madre, Anne, y una hermana, Gemma.","Tiene una madre, Anne, y una hermana, Gemma.","Tiene una madre, Anne, y una hermana, Gemma."
Yo soy una mujer que tengo pelo largo y negro.,Soy una mujer que tiene pelo largo y negro.,﻿Soy una mujer que tengo pelo largo y negro.
"Luego, los patos caminaron encima de la toalla y llegaron afuera de la piscina al suelo.","Luego, los patos caminaron sobre la toalla y llegaron afuera de la piscina hasta el suelo.","Luego, los patos caminaron encima de la toalla y llegaron afuera de la piscina al suelo."
"Mi favorita música es Hip Hop, RnB y Kpop.","Mi música favorita es Hip Hop, RnB y K-pop.","Mis músicas favoritas son el Hip Hop, el RnB y el Kpop."
Él es muy exitoso y ha sido nominado para dos Oscars (en 1992 y 2008).,Él es muy exitoso y ha sido nominado para dos premios Óscar en los años 1992 y 2008.,Es muy exitoso y ha sido nominado para dos Óscar (en 1992 y 2008).
Mi favorito programa de television.,Mi programa de televisión favorito.,Mi programa favorito de televisión.
"En el año 2013, ella se hizo muy popular en Vine y Instagram por su personalidad y hablar muy positivamente sobre su carrera como stripper.","En el año 2013, ella se hizo muy popular en Vine y en Instagram por su personalidad y hablar muy positivamente sobre su carrera como striper.","En el año 2013, se hizo muy popular en Vine y Instagram por su personalidad y hablar muy positivamente sobre su carrera como stripper."
Que ocurrió a ella es muy extraño.,¿Qué pasó con ella es muy extraño?,Lo que le ocurrió a ella es muy extraño.
Mi hermana y yo caminando en las tiendas y jugar en la arcada.,Mi hermana y yo caminábamos por las tiendas y jugábamos en la arcade.,Mi hermana y yo caminamos en las tiendas y jugamos en el arcade.
TOKEN_ANONIMO quiero comer un helado.,Quiero comer un helado.,TOKEN_ANONIMO quiere comer un helado.
Yo quiero ser un psicólogo clínico.,Quiero ser un psicólogo clínico.,Quiero ser psicólogo clínico.
Él es muy amable y humilde.,Es él muy amable y humilde.,Es muy amable y humilde.
El creció siendo pobre y tenia una vida de sufrimiento.,Creció siendo pobre y tenía una vida de sufrimiento.,Creció siendo pobre y tenía una vida de sufrimiento.
Descansaría por un rato y después me iría a la playa y me compraría un coco con tequila acompañado con un cocktail de camarones.,"Descansaría por un rato y luego me iría a la playa, donde me compraría un coco con tequila, acompañado de un cocktail de camarones.",Descansaría por un rato y después me iría a la playa y me compraría un coco con tequila acompañado con un cocktail de camarones.
"Quiero comiere el pato, la carne de vaca, las codornices, el pollo, el pavo y pastel de carne picada en Londres.","Quiero comer el pato, la carne de vaca, las codornices, el pollo, el pavo y el pastel de carne picada en Londres.","Quiero comer el pato, la carne de vaca, las codornices, el pollo, el pavo y pastel de carne picada en Londres."
Ella era parte de un grupo que se llamaba Destiny’s Child.,Ella era parte del grupo que se llamaba Destiny's Child.,Era parte de un grupo que se llamaba Destiny’s Child.
"Sin embargo, quería asegurarse de que fuera eficaz.","Sin embargo, quería asegurarme de que fuera eficaz.","Sin embargo, quería asegurarse de que fuera eficaz."
"Si tuviera mis vacaciones de ensueño iría a Irlanda, Japón, Escocia, Australia, Londres y Disney World.","Si tuviera mis vacaciones de ensueño, iría a Irlanda, Japón, Escocia, Australia, Londres y Disney World.","Si tuviera mis vacaciones de ensueño iría a Irlanda, Japón, Escocia, Australia, Londres y Disney World."
Solo hubo silencio.El siguiente sonido la asustó.,"Solo hubo un silencio, y el siguiente sonido lo asustó.",Solo hubo silencio.
Soy una mujer.,Soy una mujer.,Soy una mujer.
Creo que Maui es el mejor isla de Hawaii y así yo querría visitar a Maui.,Credo que Maui es la mejor isla de Hawai y así yo quiero visitar Maui.,"Creo que Maui es la mejor isla de Hawái, así que querría visitar a Maui."
"Me preguntó, “¿Qué pasaban?”

“¡Estaba en el choque de bicicleta!”

“Estás bien?”

Respondí, “Creo que sí,” pero no estaba segura.","Me preguntaron, ""¿Qué pasaba?""

""¡Estaba en el choque de la bicicleta!""

""Estás bien?""

Respondí, ""Creo que sí,"" pero no estaba muy segura.","Cuando volvía a mi dormitorio, aún estaba sorprendida."
No voy a mi clase de biología el lunes.,No voy a mi clase de biología el lunes.,Soy una persona perezosa y poco eficiente.
Vengo de TOKEN_ANONIMO.,Vengo del Token Anónimo.,Vengo de TOKEN_ANONIMO.
Uno de mis actores favoritos llamado Donald Glover también es un músico y un comediante.,"Uno de mis actores favoritos, llamado Donald Glover, también es un músico y un cómico.",Uno de mis actores favoritos llamado Donald Glover también es un músico y un comediante.
Ella es una buena cantante también.,Ella también es una buena cantante.,Es una buena cantante también.
No se que mas decir de la gente famosa.,No sé qué más decir sobre la gente famosa.,No sŽ quŽ m‡s decir de la gente famosa.
"Ayer, ella decidio subir un video de los nueve meses que ella estaba embarazada, incluyendo sus citas con los doctores, entrevistas con sus amigas y videos del bebe.","Hoy, ella decidió subir un video de los nueve meses que ella había estado embarazada, incluyendo sus citas con los doctores, entrevistas con sus amigas y videos del bebé.","Ayer, decidió subir un video de los nueve meses que ella estaba embarazada, incluyendo sus citas con los doctores, entrevistas con sus amigas y videos del bebé."
Su madrastra también la envió a bosques profundos para recolectar madera con la esperanza secreta de que las bestias salvajes pudieran llevarla.,Su madrastra también lo envió a los bosques profundos para recoger madera con la esperanza secreta de que las bestias salvajes pudieran llevarlo.,Su madrastra también la enviaba a bosques profundos para recolectar madera con la esperanza secreta de que las bestias salvajes pudieran llevarla.
"Conocía al jefe, así que entré con ropa profesional y una sonrisa.","Conocía al jefe, así que entré con ropa profesional y una sonrisa.","Conocía al jefe, así que entré con ropa profesional y una sonrisa."
"Aunque TOKEN_ANONIMO no era mi novio y nunca ha sido uno, me hizo caer en amor con él y me hizo, por primera vez, sabía lo que el amor era.","Aunque Token_Anónimo no era mi novio y nunca había sido uno, me hizo caer en amor con él y me hizo saber, por primera vez, lo que el amor era.","Aunque TOKEN_ANONIMO no era mi novio y nunca lo ha sido, me hizo enamorarme de él y me hizo, por primera vez, saber lo que era el amor."
El empezó su carrera por Youtube.,Empezó su carrera en YouTube.,Empezó su carrera en YouTube.
El fin.,The end.,"Tienen muy buenas vibraciones, saben español y pueden hablar español porque existe un programa de español en la TOKEN_ANONIMO TOKEN_ANONIMO, en TOKEN_ANONIMO, TOKEN_ANONIMO."
Tengo TOKEN_ANONIMO años de edad.,Tengo token anonymously años de edad.,Tengo TOKEN_ANONIMO años.
"Siempre he tenido una curiosidad para la naturaleza, y especificamente que nos hace quienes somos.","Siempre he sentido una curiosidad para la naturaleza, y específicamente, ¿a quién se debe esto?","Siempre he tenido una curiosidad por la naturaleza y, específicamente, qué nos hace quienes somos."
Estudia economía gerencial y está tomando clases muy duras.,Estudia economía administrativa y está tomando clases muy duras.,Estudia economía gerencial y está tomando clases muy duras.
Ella viva en Britain.,She lives in Britain.,Vive en Gran Bretaña.
También le encanta escuchar música.,También le gusta escuchar música.,También le encanta escuchar música.
Pedí a mi mamá ir a casa porque quise ir a la casa y comer las fresas.,Pidió a mi mamá que viera a casa porque quería ir a casa y comer las fresas.,Pedí a mi mamá ir a casa porque quería ir a la casa y comer las fresas.
"La niña cerró su libro, miró a la niña con una sonrisa brillante, ""¡Por supuesto!","La niña cerró su libro y miró a la niña con una sonrisa brillante, ""¡Por supuesto!""","Soy TOKEN_ANONIMO""."
Elegiría a mi novio ya que nunca hicimos un viaje así.,Me elegiría a mí porque nunca hicimos un viaje como este.,Elegiría a mi novio ya que nunca hicimos un viaje así.
Mi madre encanta ayudar a todos y ese es un razón que mi madre es mi modelo.,"Mi madre encanta ayudar a todos, y esa es una razón por la cual mi madre es mi modelo.",A mi madre le encanta ayudar a todos y esa es la razón por la que mi madre es mi modelo.
Después de estar aquí me gustaría seguir de visita al país italiano.,Me gustaría seguir visitando el país italiano después de haber estado aquí.,Después de estar allí me gustaría seguir de visita al país italiano.
"Mi hermana de medio vino corriendo y recoge mi teléfono nuevo, ahora destrozado.","Mi hermana con medias de vinilo corriendo se apresuró y recogió mi teléfono nuevo, ahora destrozado.","Mi hermana mediana vino corriendo y recogió mi teléfono nuevo, ahora destrozado."
Pasaron los años y la niña llegó a ser joven.,Pasaron los años y la niña se convirtió en joven.,Pasaron los años y la niña llegó a ser joven.
Mi mama le gusta viajar a Mexico y Asia.,Mi mamá le gusta viajar a México y Asia.,A mi mamá le gusta viajar a Mexico y Asia.
Hay muchas personas que están muy famosas y para muchas razones.,Hay muchas personas que son muy famosas y por muchas razones.,Hay muchas personas que son muy famosas y por muchas razones.
Estoy en una Hermandad de mujeres a mi escuela.,Estoy parte de un grupo de hermanas en mi escuela.,Mis hermanas son mi parte favorita sobre TOKEN_ANONIMO.
TOKEN_ANONIMO estudio por horas en la dia y el noche.,Token Anónimo estudia por horas en el día y de noche.,TOKEN_ANONIMO estudia por horas en el día y la noche.
"Al despertarse, miró su bata de la graduación los los listones de honores y las medallas académicas que obtiene.","Al despertarse, miró su batalla de la graduación: los listones de honor y las medallas académicas que había obtenido.","Al despertarse, miró su bata de la graduación, su relación de logros y honores y las medallas académicas que había obtenido."
Soy TOKEN_ANONIMO.,I am ANONYMOUS.,Soy americana.
"Todos tenemos sueños que nos gustaría hacer realidad, pero los problemas que se encuentran en la vida pueden restringir nuestros movimientos hacia nuestros sueños.","Todos tenemos sueños que nos gustaría hacer realidad, pero los problemas que se encuentran en la vida pueden restringir nuestros movimientos y hacia nuestros sueños.","Todos tenemos sueños que nos gustaría hacer realidad, pero los problemas que se encuentran en la vida pueden restringir nuestros movimientos hacia nuestros sueños."
Parece que yo soy una persona única que queda en el mundo.,Parece que soy una persona única quien queda en el mundo.,Parece que yo soy la única persona que queda en el mundo.
Nosotros compramos muchos regalos.,Compramos muchos regalos.,Compramos muchos regalos.
Brad Pitt tiene mucho ninos con su esposa.,Brad Pitt tiene muchos niños con su esposa.,Brad Pitt tiene muchos niños con su esposa.
Me gusta siempre crecer enseñarme cosas nuevas en la vida.,Me gusta crecer y aprender nuevas cosas en la vida.,Me gusta siempre crecer enseñarme cosas nuevas en la vida.
Chicos pueden jugar en el parque y admirar las flores bonitas.,Chicos pueden jugar en el parque y admirar las flores bonitas.,Los chicos pueden jugar en el parque y admirar las flores bonitas.
"¡Pero, sus examen arivaron y todos compañeros de clase poner hacer bueno!","Pero, sus exámenes llegaron y todos nuestros compañeros de clase tienen que hacer bien.",¡Pero su examen llegó y todos los compañeros de clase lo supieron hacer bien!
Kelsy se desperto y fue a la cocina.,Kelsey se despertó y fue a la cocina.,Kelsy se despertó y fue a la cocina.
"Pasamos dos meses en Irapuato, México, reviviendo todos nuestros recuerdos y creando los mejores momentos de nuestras vidas.","Pasamos dos meses en Irapuato, México, reivindicando todos nuestros recuerdos y creando los mejores momentos de nuestras vidas.","Pasamos dos meses en Irapuato, México, reviviendo todos nuestros recuerdos y creando los mejores momentos de nuestras vidas."
"Mi hermana es la mayor de TOKEN_ANONIMO años, luego mi hermano mayor que tiene TOKEN_ANONIMO años, yo tengo TOKEN_ANONIMO y finalmente mi hermano menor tiene TOKEN_ANONIMO años.","Mi hermana es la mayor de TOKEN_ANONIMO años; después, mi hermano mayor, que tiene TOKEN_ANONIMO años, yo tengo TOKEN_ANONIMO años y, finalmente, mi hermano menor tiene TOKEN_ANONIMO años.","Mi hermana es la mayor, con TOKEN_ANONIMO años, luego mi hermano mayor que tiene TOKEN_ANONIMO años, yo tengo TOKEN_ANONIMO, y, finalmente, mi hermano menor tiene TOKEN_ANONIMO años."
Ella miró en la película “ Another Cinderella Story” con actor Drew Seeley .,"Ella miró en la película ""Another Cinderella Story"" con el actor Drew Seeley .",Actuó en la película “Another Cinderella Story” con el actor Drew Seeley.
"Si pueda conocer a Ryan Gosling, querría hablar con él y escucha a su voz.","Si tengo la oportunidad de conocer a Ryan Gosling, me gustaría hablar con él y escuchar su voz.","Si pudiera conocer a Ryan Gosling, querría hablar con él y escuchar su voz."
¡La cabeza!,The head is mine.,Nos dijo que tenía dolores de espalda y cabeza.
Él también jugó a la lucha libre.,Él también jugó a la lucha libre.,También hizo lucha libre.
Me gusta el guacamole mucho y yo recomiendo los guacamoles en Chipotle.,Me gustan los guacamoles muchísimo y yo recomiendo visitar a Chipotle.,Me gusta el guacamole mucho y recomiendo los guacamoles de Chipotle.
"Sin duda, era un día muy difícil.","Sin duda, era un día muy difícil.","Sin duda, era un día muy difícil."
"Así que, si es posible, quiero visitar allá otra vez con mi familia próxima vez porque mi familia no ha visitado los Estados Unidos todavía ni tampoco TOKEN_ANONIMO.","Si es posible, quiero visitar allá otra vez con mi familia próximamente, porque mi familia no ha visitado los Estados Unidos aún ni tampoco me han invitado.","Así que, si es posible, quiero visitarlo otra vez con mi familia porque mi familia no ha visitado los Estados Unidos todavía, ni tampoco TOKEN_ANONIMO."
Observó el reloj todo el día hasta que sonó el timbre de la escuela.,Observó el reloj todo el día hasta que sonó el timbre de la escuela.,"A medida que avanzaba el día escolar, todo en lo que podía pensar era en él."
Definitivamente es una guerrera y luchadora porque está prosperando y haciéndolo increíble con su nueva familia donde es amada por todos.,"Definitivamente es una guerrera y luchadora, ya que está prosperando y haciendo lo increíble con su nueva familia, donde es amada por todos.",Definitivamente es una guerrera y luchadora porque está prosperando y haciéndolo increíblemente con su nueva familia donde es amada por todos.
No sé como mi mama hace todo en la casa como superwoman.,No sé cómo mi mamá hace todo en la casa como Superwoman.,No sé cómo mi mamá hace todo en la casa como superwoman.
"Ya cuando escurecía, fuéramos a caminar por el pueblo y ver las tiendas.","Cuando oscurecía, fuimos a caminar por el pueblo y ver las tiendas.","Ya cuando escurecía, fuéramos a caminar por el pueblo y ver las tiendas."
El hombre es alto y joven.,El hombre es alto y es joven.,Es alto y joven.
El era un estudiante de periodismo en la Universidad.,Era un estudiante de periodismo en la universidad.,Trabajó en el Pollo loco.
TOKEN_ANONIMO tenía ocho años y no podía se sentaba por su cuenta.,TOKEN_ANONIMO tenía ocho años y no podía sentarse por su cuenta.,TOKEN_ANONIMO tenía ocho años y no podía sentarse por su cuenta.
"He aprendido mi amor por la música, la danza y el amor por ayudar a los necesitados.","He aprendido mi amor por la música, la danza y el amor de ayudar a los necesitados.","He descubierto mi amor por la música, la danza y el amor por ayudar a los necesitados."
La abuela de Ben era una persona muy simpática pero ella no tiene dinero.,"La abuela de Ben era una persona muy simpática, pero ella no tenía dinero.",Ben cogió toda su ropa y dejó en la escuela y después del día de escuela Ben corrió a la casa de su abuela.
"Queremos ir al España, Italia, Francia, y muchas más con un otra majora amiga, que se llama TOKEN_ANONIMO, porque queremos maximar nuestro dinero.","Queremos viajar a España, Italia, Francia y muchas más con otra mayor amiga, quien se llama TOKEN_ANONIMO, porque queremos maximizar nuestro dinero.","Queremos ir a España, Italia, Francia, y muchas más con otra mejor amiga, que se llama TOKEN_ANONIMO, porque queremos maximizar nuestro dinero."
"El perro es amable, entonces se mucho gusta.",El perro es amable; entonces se le gusta mucho.,"El perro es amable, entonces le gusta mucho."
"Como mucha gente famosa, es importante seguir luchando por sus sueños sin importar que los demás piensan que nunca llegaran.","Como mucha gente famosa, es importante seguir luchando por sus sueños, independientemente de lo que piensen los demás.","Como mucha gente famosa, es importante seguir luchando por sus sueños sin importar lo que los demás piensan que nunca llegarán."
Yo amo y cuido mucha a mi mamá.,Yo amo mucho a mi mamá.,Yo amo y cuido mucha a mi mamá.
"Mi estilo es informal, relajado y cómodo.","Mi estilo es informal, relajado y muy cómodo.","Mi estilo es informal, relajado y cómodo."
"Al ver te ahora, me requerda comó te a extrañado.","A lo largo de tu vida, siempre me he sentido a extrañar tu presencia.","Al verte ahora, me recuerda cómo te he extrañado."
Beyonce tiene el pelo largo y rubio.,Beyoncé tiene el pelo largo y rubio.,Beyoncé tiene el pelo largo y rubio.
"En conclusión, no sigo las vidas de personas famosas, pero me encanta Alexis Bledel.","En conclusión, no sigo las vidas de personas famosas, pero me encanta a Alexis Bledel.","En conclusión, no sigo las vidas de personas famosas, pero me encanta Alexis Bledel."
George y Amal no tienen hijos pero Amal ayuda George mucho con los eventos caritativos y con su carrera.,"George y Amal no tienen hijos, pero Amal ayuda a George mucho en los eventos caritativos y en su carrera.",George y Amal no tienen hijos pero Amal ayuda a George mucho con los eventos caritativos y con su carrera.
Mi especialización será en la pediatra.,Mi especialidad será en pediatría.,Mi especialización será en pediatría.
"Ella es muy diferente de mi otra mi familia, quien son morenos y Mexicanos.","Ella es muy diferente de mi otra familia, quienes son morenos y mexicanos.","Ella es muy diferente de mi otra familia, que son morenos y mexicanos."
"Quiero desayuno con mis amigas en un café todas las mañanas y como pan, macarons, y pasteles.","Quiero desayunar con mis amigas en un café todas las mañanas y comer pan, macarons y pasteles.","Quiero desayunar con mis amigas en un café todas las mañanas y comer pan, macarons, y pasteles."
"No sé que mis dos hermanas mayores, mi papá, y yo hicieran sin ella.",No sé qué haríamos mi papá y yo sin ella.,"No sé qué mis dos hermanas mayores, mi papá, y yo haríamos sin ella."
Entonces un día revisé mi correo electrónico.,"Entonces un día, revisé mi correo electrónico.",Entonces un día revisé mi correo electrónico.
Mi especialización es ciencias biología.,Mi especialización es en ciencias biológicas.,Mi especialización es en Ciencias de la Biología.
Yo quiero visitar La Estatua de Libertad y El Puente de Brooklyn.,Yo quiero visitar la Estatua de Libertad y el Puente de Brooklyn.,Quiero visitar la Estatua de la Libertad y el puente de Brooklyn.
"Pero a veces iba al pozo a sacar agua, se miraba a sí misma en él, y tenía miedo de darse cuenta de lo oscura y fea que era.","Pero a veces iba al pozo para sacar agua, se miraba a sí misma y tenía miedo de darse cuenta de lo oscura y fea que era.","A veces iba al pozo a sacar agua, se miraba a sí misma en él y tenía miedo de darse cuenta de lo oscura y fea que era."
Y la profesora tenía puesto la idea errada de que ería hacer este día pero el museo fue muy divertido y había mucho para aprender.,"Y la profesora tenía puesta la idea correcta de que harían esto día, pero el museo fue muy divertido y había mucho para aprender.","Y la profesora pensaba erróneamente que se emitiría este día, pero el museo fue muy divertido y había mucho que aprender."
Nunca voy a la clase porque es temprano en la mañana.,Nunca voy a clase porque es temprano por la mañana.,Nunca voy a la clase porque es temprano en la mañana.
"Pero, lo siento, porque Ellen no es una persona me cae bien porque ella es muy fuerte y una persona muy genial por la sociedad.","Pero, lo siento, porque a Ellen no le gusta ser considerada como una persona buena porque ella es muy fuerte y se considera a sí misma una persona muy genial ante la sociedad.","Pero, lo siento, porque Ellen no es una persona que me cae bien porque ella sea muy fuerte y una persona muy genial para la sociedad."
Es costumbre ir a la tienda cada fin de semana para poder usar el teléfono de ahí.,Es costumbre ir a la tienda cada fin de semana para poder usar el teléfono de allí.,Es costumbre ir a la tienda cada fin de semana para poder usar el teléfono de ahí.
Ella tiene los ojos azul.,Ella tiene los ojos de color azul.,Tiene los ojos azules.
Ellos no están guapos.,Ella y ellos no son guapos.,Tom habla mucho español.
"Cher tiene muchas casas por todo en el sur de California, por ejemplo en Beverly Hills, Venice, Malibu y Hollywood de oeste.","Cher tiene muchas casas por toda la costa del sur de California, como Beverly Hills, Venice, Malibu y Hollywood.","Tiene muchas casas por todo en el sur de California; por ejemplo, en Beverly Hills, Venice, Malibu y Hollywood Oeste."
Mi novia es muy bonita y linda.,Mi novia es muy bonita y muy hermosa.,Mi novia es muy bonita y linda.
"Por supuesto, tendríamos plan detallado de todos los lugares visitaríamos y los días los visitaríamos, pero el plan no sería estricto.","Por supuesto, tendríamos un plan detallado de todos los lugares que visitaríamos, y los días que los visitaríamos, pero el plan no sería estricto.","Por supuesto, tendríamos un plan detallado de todos los lugares visitaríamos y los días que los visitaríamos, pero el plan no sería estricto."
Cuando en trabajo soy trabajadora y no soy sedentaria.,Cuando estoy trabajando soy trabajadora y no soy sedentaria.,Cuando estoy en el trabajo soy trabajadora y no soy sedentaria.
"En una de las películas, ella tiene 12 roles diferentes.","En una de las películas, ella tiene doce papeles diferentes.","En una de las películas, tiene 12 roles diferentes."
Pensaron que era divertido.,Pensaron que era un poco divertido.,Pensaron que era divertido.
Una persona especial en mi vida es mi papá.,Una persona especial en mi vida es mi padre.,Una persona especial en mi vida es mi papá.
A TOKEN_ANONIMO su familia esta muy contenta sobre el bebe.,Un token_anonimo de la familia está muy contenta con el bebé.,La familia de Jenette está muy contenta por el bebé.
Su nombre coreano es Kwon Ji Yong.,Su nombre coreano es Kwon Ji-yong.,"Después del debut de esta banda, G-Dragon y Bigbang han obtenido popularidad internacional."
Me gusta practicar deportes con ella.,Me gusta practicar deportes con ella también.,Me gusta practicar deportes con ella.
Las personas famosas tienen mucho dinero.,Las personas famosas tienden a tener mucho dinero.,Las personas famosas tienen mucho dinero.
Nosotros volvimos a la tienda por buscarlo.,Nosotros volvimos a la tienda para buscarlo.,Nosotras volvimos a la tienda para buscarlo.
"Todos los juevas a las siete de la noche, yo participar en club de Starcarft, mi videojuego favorito.","Todos los viernes a las siete de la noche, yo participo en el club de Starcraft, mi juego de video favorito.","Todos los jueves a las siete de la noche, participo en un club de Starcarft, mi videojuego favorito."
Yo estoy feliz de haber visitado el lugar de nacimiento de mi abuela y ver cómo se crió.,Estoy feliz de haber visitado el lugar de nacimiento de mi abuela y ver cómo vivió.,Yo estoy feliz de haber visitado el lugar de nacimiento de mi abuela y ver cómo se crio.
"Su mejor álbum fue ""Take Care"" y la gente todavía lo escucha a pesar de que fue hecho hace seis años.","Su mejor álbum fue ""Take Care"", y la gente todavía lo escucha, a pesar de que ya no es tan relevante como hace seis años.","Su mejor álbum fue ""Take Care"" y la gente todavía lo escucha a pesar de que fue compuesto hace seis años."
Nuestras familias viajamos juntas cuando eramos jóvenes.,Nuestras familias viajaban junto con nosotros cuando éramos jóvenes.,Nuestras familias viajaban juntas cuando éramos jóvenes.
"Tengo suerte porque cuando hablo sobre mis experiencias dificiles y necesito ayuda, puedo llamarle en cualquier momento.","Tengo suerte porque, cuando hablo sobre mis experiencias difíciles y necesito ayuda, puedo llamarle en cualquier momento.","Tengo suerte porque cuando hablo sobre mis experiencias difíciles y necesito ayuda, puedo llamarle en cualquier momento."
Aun en escuela secondaria yo tome clases de español pero no aprendi nada.,Aún en la escuela secundaria yo tomé clases de español pero no aprendí nada.,"Aun en la escuela secundaria yo tomé clases de español, pero no aprendí nada."
TOKEN_ANONIMO tiene TOKEN_ANONIMO años y todavía es joven.,Token_anonimo tiene token_anonimo años y todavía es joven.,"José tiene TOKEN_ANONIMO años, todavía es joven."
No tenia una figura de hermano mayor o primo cuando era joven.,No tenía una figura de hermano mayor o primo cuando era joven.,No tenía una figura de hermano mayor o primo cuando era joven.
"Ella no solamente me enseñaba cómo hablar, escribir, y pensar excelentemente en español, sino que también me inspiraba a amar y apreciar el mundo hispanohablante.","Ella no solo me enseñaba cómo hablar, escribir y pensar excelentemente en español, sino que también me inspiraba a amar y apreciar al mundo hispanohablante.","Ella no solamente me enseñaba cómo hablar, escribir y pensar excelentemente en español, sino que también me inspiraba a amar y apreciar el mundo hispanohablante."
El es delgado pero fuerte.,Él es delgado pero fuerte.,Tiene los dientes rectos y blancos.
Pero un tiempo terible fue el juguete de campeones de estadio.,Pero un tiempo terrible fue el juguete de los campeones del estadio.,Pero un momento terrible fue el juego de campeones del estadio.
Deja su universidad y va a su trabajo por cinco horas.,Dejó su universidad y va al trabajo por cinco horas.,Deja su universidad y va a su trabajo por cinco horas.
Mi papá tiene TOKEN_ANONIMO y TOKEN_ANONIMO años.,Mi papá tiene Token_Anónimo y Token_Anónimo años.,Siempre sonríe.
Iría a la playa y al supermercado.,Iría a la playa y al supermercado.,Iría Iban a la playa y al supermercado.
Nunca lo olvidaré.,Nunca lo olvidaré.,Nunca lo olvidaré.
Quiero visitar en un país que habla español por lo que puedo aprender sobre la lengua y la cultura.,"Quiero visitar un país que habla español, por lo que puedo aprender sobre la lengua y la cultura.",Quiero visitar en país que habla español por lo que puedo aprender sobre la lengua y la cultura.
Estaba muy confundida porque me dijeron que mi mamá estaba allí para llevarme a la casa.,Estaba muy confundida porque me dijeron que mi mamá me llevaría a la casa.,Estaba muy confundida porque me dijeron que mi mamá estaba allí para llevarme a la casa.
Así termina el video.,Así termina el video.,Así termina el video.
No había otras personas en el camino.,No había otras personas en el camino.,No había otras personas en el camino.
"Me di cuenta de que también sentía algo por el, pero no lo sabia.","Me di cuenta de que también sentía algo por él, pero no lo sabía.","Me di cuenta de que también sentía algo por él, pero no lo sabia."
"Él puede actuar en las comedias y las dramas, porque él puede ser divertido y serio.","Él puede actuar en comedias y dramas, ya que él puede ser divertido y serio.","Puede actuar en comedias y dramas, porque puede ser divertido y serio."
"Pero ahora, conozco una organización que pueda darme las oportunidades de voluntariado.","Pero ahora, conozco una organización que me da la oportunidad de hacer voluntariado.","Pero ahora, conozco una organización que puede darme oportunidades de voluntariado."
